county,month,user_name,vacation_length 
Calarasi,Aprilie,LANDON KRAMER,11
Calarasi,Aprilie,GLEN LESTER,13
Calarasi,Aprilie,MALLORY NAVA,7
Calarasi,Aprilie,ELWOOD ELLIS,9
Calarasi,Aprilie,JEFF PETERSEN,3
Calarasi,Aprilie,LARRY ROSS,13
Calarasi,Aprilie,HARRISON HURLEY,15
Calarasi,Mai,OTTO MUELLER,1
Calarasi,Mai,KATIE CASE,11
Calarasi,Mai,GAY DAWSON,5
Calarasi,Mai,RONNIE CARR,7
Calarasi,Mai,BENNIE HALE,4
Calarasi,Mai,IVAN JAMES,15
Calarasi,Mai,EDUARDO REYNA,13
Calarasi,Mai,COURTNEY PHILLIPS,11
Calarasi,Mai,LESLEY HAMILTON,13
Calarasi,Mai,KRIS DAVIS,11
Calarasi,Mai,GRANT MARSHALL,7
Calarasi,Mai,DONNY BRADLEY,13
Calarasi,Iunie,KATHIE SUAREZ,14
Calarasi,Iunie,LYNN ROSE,12
Calarasi,Iunie,YVONNE SPEARS,10
Calarasi,Iunie,ANNETTE KELLEY,9
Calarasi,Iunie,LAURA YU,14
Calarasi,Iunie,PENELOPE VILLARREAL,2
Calarasi,Iunie,LATISHA MCCARTY,5
Calarasi,Iunie,CHASE KHAN,10
Calarasi,Iunie,MACK WOODWARD,7
Calarasi,Iunie,CLAUDE GARRETT,12
Calarasi,Iunie,CAROL MCCARTHY,15
Calarasi,Iunie,HARLAN ROBLES,6
Calarasi,Iunie,LUCIO WINTERS,5
Calarasi,Iunie,KELLY WATTS,8
Calarasi,Iulie,CARROLL REESE,11
Calarasi,Iulie,LYNNETTE SIERRA,9
Calarasi,Iulie,COLETTE CHUNG,13
Calarasi,Iulie,KELVIN YOUNG,4
Calarasi,Iulie,JUDY GILES,4
Calarasi,Iulie,LOUELLA YANG,7
Calarasi,Iulie,MARGIE LAWSON,8
Calarasi,Iulie,ETTA OCHOA,15
Calarasi,Iulie,WILFORD HOUSE,15
Calarasi,Iulie,ELISA AVILA,13
Calarasi,Iulie,NED HUNTER,13
Calarasi,Iulie,LYNDA ANDRADE,7
Calarasi,August,OREN ERICKSON,7
Calarasi,August,EVELYN FIELDS,7
Calarasi,August,KENNY STRICKLAND,12
Calarasi,August,ILA SPARKS,3
Calarasi,August,RONNIE GALLEGOS,9
Calarasi,August,ELOY VANCE,11
Calarasi,August,ANGEL BENTON,13
Calarasi,August,GRANT MARSHALL,14
Calarasi,August,LOYD BEAN,11
Calarasi,August,CARTER CLINE,4
Calarasi,August,LOIS COLEMAN,1
Calarasi,August,CLIFTON MCCALL,4
Calarasi,August,NELL LONG,10
Calarasi,August,JESSICA HOLMES,5
Calarasi,August,GOLDIE SCHNEIDER,14
Calarasi,August,ALYCE JARAMILLO,15
Calarasi,Septembrie,TRISHA QUINN,7
Calarasi,Septembrie,ALTON ENGLISH,3
Calarasi,Septembrie,LESSIE MONROE,9
Calarasi,Septembrie,DARRELL SMALL,5
Calarasi,Septembrie,HOMER ARIAS,14
Calarasi,Septembrie,ALLIE TURNER,8
Calarasi,Septembrie,DAISY DEJESUS,14
Calarasi,Septembrie,HANS TRUONG,3
Calarasi,Septembrie,SHIRLEY JACOBSON,3
Calarasi,Septembrie,HUGO OBRIEN,4
Calarasi,Septembrie,WILTON HINTON,11
Calarasi,Septembrie,LLOYD ARCHER,2
Calarasi,Septembrie,CARISSA WELCH,3
Calarasi,Septembrie,OSCAR GREEN,13
Calarasi,Septembrie,SONYA BLAKE,13
Calarasi,Octombrie,DORIAN WEEKS,8
Calarasi,Octombrie,TERRIE DAVENPORT,6
Calarasi,Octombrie,MARSHALL BALDWIN,12
Calarasi,Octombrie,GIOVANNI ZAVALA,2
Calarasi,Octombrie,RAE MOSS,11
Calarasi,Octombrie,BENJAMIN MURRAY,14
Calarasi,Octombrie,TODD UNDERWOOD,8
Calarasi,Octombrie,AUGUSTUS LINDSEY,12
Calarasi,Octombrie,DIANE HESTER,12
Calarasi,Octombrie,HANK CANTRELL,9
Calarasi,Octombrie,JACOB WINTERS,9
Calarasi,Octombrie,CALLIE ANDREWS,15
Calarasi,Octombrie,BOB SWANSON,7
Calarasi,Octombrie,KRISTIN DUNLAP,15
Calarasi,Octombrie,GLENNA COX,2
Calarasi,Octombrie,TANNER PHILLIPS,5
Calarasi,Octombrie,GARLAND CARRILLO,15
Calarasi,Octombrie,AURELIO TERRELL,10
Calarasi,Noiembrie,MIKE HALE,13
Calarasi,Noiembrie,KAYLA SCHAEFER,2
Calarasi,Noiembrie,FEDERICO XIONG,7
Calarasi,Noiembrie,HOLLIE COCHRAN,4
Calarasi,Noiembrie,KEITH WILLIAMS,13
Calarasi,Noiembrie,CLIFTON PECK,2
Calarasi,Noiembrie,THANH CHAMBERS,6
Calarasi,Noiembrie,DENA DUDLEY,11
Calarasi,Noiembrie,TANNER ACEVEDO,4
Calarasi,Noiembrie,CHRISTINE BLAKE,1
Calarasi,Noiembrie,WESTON TANG,3
Calarasi,Noiembrie,CYRUS DECKER,14
Calarasi,Noiembrie,TAMRA CARLSON,7
Calarasi,Noiembrie,KENYA ALFARO,3
Calarasi,Noiembrie,LYLE HOOVER,7
Calarasi,Decembrie,KRISTIN DUNLAP,14
Calarasi,Decembrie,LLOYD JOHNSTON,15
Calarasi,Decembrie,ELNORA ANDERSON,2
Calarasi,Decembrie,DEANA WILKINS,5
Calarasi,Decembrie,JASON DOUGLAS,9
Calarasi,Decembrie,DANIELLE HANSEN,7
Calarasi,Decembrie,DEXTER SCHMIDT,10
Calarasi,Decembrie,GREGG PATTERSON,15
Calarasi,Decembrie,ROSALINDA MACDONALD,13
Calarasi,Decembrie,TRISHA QUINN,13
Calarasi,Decembrie,DOLLIE ROCHA,2
Calarasi,Decembrie,IDA ESQUIVEL,11
Calarasi,Decembrie,JONATHON SWEENEY,1
Calarasi,Decembrie,RAY ROSAS,2
Calarasi,Decembrie,BRYON DUDLEY,5
Calarasi,Decembrie,LAVERNE HOWARD,6
Calarasi,Decembrie,THANH CHAMBERS,2
Calarasi,Decembrie,ANGEL MORALES,8
Calarasi,Decembrie,EVANGELINE LONG,14
Cluj-Napoca,Ianuarie,ROSALIE WHITAKER,2
Cluj-Napoca,Ianuarie,QUEEN ANDRADE,7
Cluj-Napoca,Ianuarie,CHRISTINE BLAKE,15
Cluj-Napoca,Ianuarie,NORMAN HODGE,13
Cluj-Napoca,Ianuarie,DUANE RAYMOND,7
Cluj-Napoca,Ianuarie,JEANNE PRINCE,2
Cluj-Napoca,Ianuarie,SANG HAWKINS,11
Cluj-Napoca,Ianuarie,GENA ADAMS,10
Cluj-Napoca,Ianuarie,MARLA MARQUEZ,13
Cluj-Napoca,Ianuarie,JACOB FLYNN,14
Cluj-Napoca,Ianuarie,MADELINE ATKINSON,6
Cluj-Napoca,Ianuarie,JOSH HALEY,14
Cluj-Napoca,Februarie,MAVIS CARLSON,7
Cluj-Napoca,Februarie,TAMMY COLLIER,10
Cluj-Napoca,Februarie,WINSTON CRUZ,12
Cluj-Napoca,Februarie,GLADYS PERALTA,9
Cluj-Napoca,Februarie,NOE GOULD,8
Cluj-Napoca,Februarie,DESIREE PETERS,4
Cluj-Napoca,Februarie,BARBARA NAVA,13
Cluj-Napoca,Februarie,OCTAVIO BARNES,6
Cluj-Napoca,Februarie,MARVIN BROWNING,3
Cluj-Napoca,Februarie,MAUREEN TERRELL,2
Cluj-Napoca,Februarie,MARQUITA STRICKLAND,2
Cluj-Napoca,Februarie,LENNY XIONG,13
Cluj-Napoca,Februarie,EDITH SALINAS,9
Cluj-Napoca,Februarie,FERNANDO STUART,2
Cluj-Napoca,Februarie,KATHY KELLY,14
Cluj-Napoca,Februarie,TRICIA SHAFFER,8
Cluj-Napoca,Februarie,SHELBY GOODMAN,15
Cluj-Napoca,Martie,HARLAN ALI,3
Cluj-Napoca,Martie,TOBY GLASS,10
Cluj-Napoca,Martie,PEGGY CORREA,7
Cluj-Napoca,Martie,MILO OBRIEN,14
Cluj-Napoca,Martie,AMELIA LITTLE,6
Cluj-Napoca,Martie,JULIA WOODARD,2
Cluj-Napoca,Martie,ILA LUNA,1
Cluj-Napoca,Martie,JERROD GARNER,4
Cluj-Napoca,Martie,JOSIE AGUILAR,14
Cluj-Napoca,Martie,ALVARO FRENCH,15
Cluj-Napoca,Martie,NICK PETERS,15
Cluj-Napoca,Martie,LYLE HOOVER,10
Cluj-Napoca,Martie,RENE PERRY,1
Cluj-Napoca,Martie,RHODA SCHAEFER,12
Cluj-Napoca,Martie,AMOS BRYAN,14
Cluj-Napoca,Martie,CARMELA HARDING,4
Cluj-Napoca,Martie,PEGGY MAXWELL,8
Cluj-Napoca,Martie,CHAUNCEY MILES,13
Cluj-Napoca,Martie,OLEN MCKEE,3
Cluj-Napoca,Martie,LYNNETTE BLACKWELL,11
Cluj-Napoca,Martie,JAMAAL BENDER,3
Cluj-Napoca,Martie,RUTH MANNING,1
Cluj-Napoca,Martie,WESLEY CONTRERAS,1
Cluj-Napoca,Martie,TAMMY MOSLEY,10
Cluj-Napoca,Martie,FLOSSIE LEBLANC,14
Cluj-Napoca,Martie,WADE BAILEY,4
Cluj-Napoca,Martie,SAL HENDRIX,8
Cluj-Napoca,Martie,ARNULFO GENTRY,4
Cluj-Napoca,Martie,KRIS DELEON,13
Cluj-Napoca,Martie,SANDY HALL,5
Cluj-Napoca,Aprilie,DREW CORREA,14
Cluj-Napoca,Aprilie,LAZARO BENNETT,6
Cluj-Napoca,Aprilie,KAITLIN LUCERO,13
Cluj-Napoca,Aprilie,MARCUS JOHNSTON,10
Cluj-Napoca,Aprilie,PEDRO VAZQUEZ,1
Cluj-Napoca,Aprilie,LUPE WAGNER,9
Cluj-Napoca,Aprilie,REYNA CRAIG,15
Cluj-Napoca,Aprilie,YVETTE MAHONEY,10
Cluj-Napoca,Aprilie,DEWITT MORRIS,13
Cluj-Napoca,Aprilie,OPHELIA LAWRENCE,11
Cluj-Napoca,Aprilie,CHRISTIAN LARSEN,7
Cluj-Napoca,Aprilie,ELI ROWE,12
Cluj-Napoca,Aprilie,SANG HAWKINS,9
Cluj-Napoca,Aprilie,TERRIE DAVENPORT,9
Cluj-Napoca,Aprilie,RUBEN MCCANN,11
Cluj-Napoca,Aprilie,DANA GOODMAN,12
Cluj-Napoca,Aprilie,BRENDA MILLER,10
Cluj-Napoca,Aprilie,AUGUSTA CLAY,11
Cluj-Napoca,Mai,CRISTINA MCBRIDE,1
Cluj-Napoca,Mai,ULYSSES BLAIR,5
Cluj-Napoca,Mai,ESTELLA WILLIS,9
Cluj-Napoca,Mai,WILFORD HOUSE,14
Cluj-Napoca,Mai,AIDA HARVEY,6
Cluj-Napoca,Mai,WILDA BISHOP,5
Cluj-Napoca,Mai,INEZ HOGAN,14
Cluj-Napoca,Mai,NELL LONG,1
Cluj-Napoca,Mai,HILARIO ORTIZ,7
Cluj-Napoca,Mai,MERLIN CLINE,11
Cluj-Napoca,Mai,GRACIELA GOOD,8
Cluj-Napoca,Mai,JOANNA BULLOCK,10
Cluj-Napoca,Mai,HATTIE MORROW,9
Cluj-Napoca,Mai,MAURICIO SHIELDS,7
Cluj-Napoca,Mai,NOBLE KNIGHT,3
Cluj-Napoca,Mai,OTTO MUELLER,5
Cluj-Napoca,Iunie,CLAUDE GARRETT,11
Cluj-Napoca,Iunie,NOEL CAMACHO,7
Cluj-Napoca,Iunie,LILLIE NIXON,4
Cluj-Napoca,Iunie,DOUGLAS CHANG,10
Cluj-Napoca,Iunie,HARVEY MARIN,6
Cluj-Napoca,Iunie,ROSELLA KELLY,13
Cluj-Napoca,Iunie,TRACEY HUTCHINSON,14
Cluj-Napoca,Iunie,GRANT MARSHALL,1
Cluj-Napoca,Iunie,HERIBERTO MEDRANO,12
Cluj-Napoca,Iunie,GREGORY ATKINSON,4
Cluj-Napoca,Iunie,APRIL MORALES,2
Cluj-Napoca,Iulie,ROSANNE MCCONNELL,12
Cluj-Napoca,Iulie,LOUISE BARKER,14
Cluj-Napoca,Iulie,MABEL RUSSO,11
Cluj-Napoca,Iulie,NOEL CAMACHO,9
Cluj-Napoca,Iulie,AHMAD ARCHER,9
Cluj-Napoca,Iulie,VICKY RIVERA,6
Cluj-Napoca,Iulie,OREN JENNINGS,15
Cluj-Napoca,Iulie,WARD WHITEHEAD,13
Cluj-Napoca,Iulie,STACY WEEKS,6
Cluj-Napoca,Iulie,DICK AVERY,12
Cluj-Napoca,Iulie,BEN ORR,8
Cluj-Napoca,Iulie,CLAUDIO MOSES,15
Cluj-Napoca,Iulie,NAPOLEON LUCERO,4
Cluj-Napoca,Iulie,FLOSSIE LEBLANC,8
Cluj-Napoca,Iulie,RICKIE ROTH,4
Cluj-Napoca,Iulie,CONSTANCE KLINE,11
Cluj-Napoca,Iulie,CRISTINA MCBRIDE,11
Cluj-Napoca,Iulie,BRIDGET LYONS,5
Cluj-Napoca,Iulie,RICKEY WADE,2
Cluj-Napoca,Iulie,EZRA SIMON,13
Cluj-Napoca,Iulie,KAY MAGANA,2
Cluj-Napoca,Iulie,KIRK DIAZ,2
Cluj-Napoca,Iulie,ED BERNAL,6
Cluj-Napoca,Iulie,EDGARDO GARDNER,8
Cluj-Napoca,Iulie,JERROLD MCCULLOUGH,14
Cluj-Napoca,Iulie,JEFFERY NICHOLSON,4
Cluj-Napoca,Iulie,RENE BRENNAN,10
Cluj-Napoca,Iulie,JOHANNA GAINES,6
Cluj-Napoca,August,MARSHA GALLOWAY,5
Cluj-Napoca,August,GOLDIE OWEN,6
Cluj-Napoca,August,LAZARO BENNETT,8
Cluj-Napoca,August,KELVIN YOUNG,15
Cluj-Napoca,August,ILENE FRANCO,4
Cluj-Napoca,August,HUGH MATHIS,6
Cluj-Napoca,August,LOURDES MURRAY,15
Cluj-Napoca,August,ESTELLA WILLIS,15
Cluj-Napoca,August,SUZANNE GOOD,6
Cluj-Napoca,August,JUDY LONG,15
Cluj-Napoca,August,LEO CANTRELL,9
Cluj-Napoca,August,TRISTAN PORTER,1
Cluj-Napoca,August,KAY MAGANA,3
Cluj-Napoca,August,CANDY WOODS,7
Cluj-Napoca,August,LARA BURGESS,14
Cluj-Napoca,August,SYBIL JUAREZ,15
Cluj-Napoca,August,STACY TURNER,12
Cluj-Napoca,August,LORA RAMOS,5
Cluj-Napoca,August,EDMOND CANTRELL,7
Cluj-Napoca,August,MOSES QUINN,11
Cluj-Napoca,August,LESTER DELACRUZ,15
Cluj-Napoca,August,KARL UNDERWOOD,12
Cluj-Napoca,August,ANITA GONZALEZ,14
Cluj-Napoca,August,JOE DOYLE,1
Cluj-Napoca,August,HUGH BREWER,5
Cluj-Napoca,August,LEANNE MCCALL,11
Cluj-Napoca,August,TERRENCE HURST,9
Cluj-Napoca,Septembrie,MARA HORTON,8
Cluj-Napoca,Septembrie,CHARITY ADKINS,12
Cluj-Napoca,Septembrie,STEPHAN DIAZ,15
Cluj-Napoca,Septembrie,PAT BERG,5
Cluj-Napoca,Septembrie,ADOLFO WASHINGTON,12
Cluj-Napoca,Septembrie,DARRYL STUART,4
Cluj-Napoca,Septembrie,ROBERTA DANIEL,8
Cluj-Napoca,Septembrie,THERESA MORGAN,8
Cluj-Napoca,Septembrie,KEISHA GUZMAN,3
Cluj-Napoca,Septembrie,CHRISTINE GUZMAN,2
Cluj-Napoca,Septembrie,MARLENE CROSBY,2
Cluj-Napoca,Septembrie,RICHIE VELEZ,10
Cluj-Napoca,Septembrie,LAZARO PARK,13
Cluj-Napoca,Septembrie,GRACE WALLACE,9
Cluj-Napoca,Septembrie,PATRICE KERR,7
Cluj-Napoca,Septembrie,WESTON TANG,8
Cluj-Napoca,Septembrie,DANNIE TRAVIS,8
Cluj-Napoca,Septembrie,BORIS JARAMILLO,6
Cluj-Napoca,Septembrie,CALLIE ANDREWS,11
Cluj-Napoca,Septembrie,MARTIN SPARKS,5
Cluj-Napoca,Septembrie,MELODY PERRY,10
Cluj-Napoca,Octombrie,MACK LITTLE,4
Cluj-Napoca,Octombrie,LATOYA PETERSEN,3
Cluj-Napoca,Octombrie,MELVIN MURPHY,4
Cluj-Napoca,Octombrie,MALINDA OLSEN,13
Cluj-Napoca,Octombrie,DESMOND REYES,1
Cluj-Napoca,Octombrie,TAMMY MOSLEY,7
Cluj-Napoca,Octombrie,PAM CISNEROS,4
Cluj-Napoca,Octombrie,JOHNNIE FOWLER,7
Cluj-Napoca,Octombrie,AGUSTIN OWEN,10
Cluj-Napoca,Octombrie,TRACEY MANNING,15
Cluj-Napoca,Octombrie,CEDRIC CHAPMAN,10
Cluj-Napoca,Octombrie,TROY HUBBARD,2
Cluj-Napoca,Octombrie,BUD MORAN,9
Cluj-Napoca,Octombrie,KRIS DELEON,1
Cluj-Napoca,Octombrie,KATHERYN SERRANO,3
Cluj-Napoca,Octombrie,LORRIE WADE,10
Cluj-Napoca,Octombrie,EDDIE WATKINS,6
Cluj-Napoca,Octombrie,LATASHA WALTON,7
Cluj-Napoca,Octombrie,TABATHA SHERMAN,2
Cluj-Napoca,Octombrie,ED ORR,8
Cluj-Napoca,Octombrie,ILA SPARKS,6
Cluj-Napoca,Octombrie,HARRIETT CUMMINGS,14
Cluj-Napoca,Octombrie,JOEL MARKS,9
Cluj-Napoca,Octombrie,HARLAN ALI,5
Cluj-Napoca,Octombrie,GAIL MARSH,8
Cluj-Napoca,Octombrie,JANETTE BEIL,9
Cluj-Napoca,Octombrie,LESA HOLLAND,8
Cluj-Napoca,Octombrie,AGUSTIN OWEN,1
Cluj-Napoca,Octombrie,NOEL CALLAHAN,1
Cluj-Napoca,Noiembrie,THANH BAILEY,1
Cluj-Napoca,Noiembrie,ISAAC ROTH,15
Cluj-Napoca,Noiembrie,CHRISTA CISNEROS,9
Cluj-Napoca,Noiembrie,NOE GOULD,1
Cluj-Napoca,Noiembrie,GREGORIO LLOYD,9
Cluj-Napoca,Noiembrie,CALLIE CASTANEDA,1
Cluj-Napoca,Noiembrie,RAPHAEL MCCORMICK,1
Cluj-Napoca,Noiembrie,ELOISE SCHMITT,8
Cluj-Napoca,Noiembrie,MORTON ROTH,1
Cluj-Napoca,Noiembrie,LAZARO BOWMAN,10
Cluj-Napoca,Noiembrie,CYRIL AGUIRRE,7
Cluj-Napoca,Noiembrie,LYLE PUGH,12
Cluj-Napoca,Noiembrie,ERIK CALLAHAN,6
Cluj-Napoca,Noiembrie,MAY YORK,8
Cluj-Napoca,Noiembrie,STACY WEEKS,9
Cluj-Napoca,Noiembrie,SUZETTE PINEDA,10
Cluj-Napoca,Noiembrie,PRESTON TUCKER,3
Cluj-Napoca,Noiembrie,SONYA BURCH,8
Cluj-Napoca,Noiembrie,NED RAMIREZ,4
Cluj-Napoca,Noiembrie,SHAWN EATON,15
Cluj-Napoca,Noiembrie,STEFANIE STEVENS,10
Cluj-Napoca,Noiembrie,CECILE ANDREWS,7
Cluj-Napoca,Noiembrie,LOIS COLEMAN,3
Cluj-Napoca,Decembrie,KATRINA ORR,13
Cluj-Napoca,Decembrie,LOUISE GRAHAM,6
Cluj-Napoca,Decembrie,ELINOR ROBERTS,10
Cluj-Napoca,Decembrie,MILFORD DILLON,11
Cluj-Napoca,Decembrie,OPHELIA LAWRENCE,9
Cluj-Napoca,Decembrie,MITCH DANIELS,8
Cluj-Napoca,Decembrie,SAL HENDRIX,1
Cluj-Napoca,Decembrie,LAVERN WHITEHEAD,8
Cluj-Napoca,Decembrie,GENARO BRADSHAW,15
Cluj-Napoca,Decembrie,JULIO PARK,10
Cluj-Napoca,Decembrie,KATRINA RICHMOND,11
Cluj-Napoca,Decembrie,SONYA BURCH,11
Cluj-Napoca,Decembrie,LUELLA FIGUEROA,15
Cluj-Napoca,Decembrie,MONIQUE BOYLE,8
Cluj-Napoca,Decembrie,KRISTEN HINTON,8
Cluj-Napoca,Decembrie,CARA DEAN,13
Cluj-Napoca,Decembrie,HARLEY FUENTES,14
Cluj-Napoca,Decembrie,BEVERLY MATTHEWS,9
Cluj-Napoca,Decembrie,NORA STEVENSON,11
Cluj-Napoca,Decembrie,PERRY STUART,5
Cluj-Napoca,Decembrie,FREDDIE BURTON,7
Cluj-Napoca,Decembrie,JESSE MOYER,13
Cluj-Napoca,Decembrie,DOYLE TRUONG,6
Cluj-Napoca,Decembrie,DEXTER SCHMIDT,9
Cluj-Napoca,Decembrie,ANDERSON LITTLE,11
Cluj-Napoca,Decembrie,WILMA SUMMERS,15
Cluj-Napoca,Decembrie,SETH KHAN,6
Cluj-Napoca,Decembrie,JEFFEREY RUBIO,5
Cluj-Napoca,Decembrie,MICHELE BENTON,15
Cluj-Napoca,Decembrie,LEANN WILKINS,1
Constanta,Ianuarie,JAMIE SUTTON,2
Constanta,Ianuarie,EARLE WHITEHEAD,15
Constanta,Ianuarie,ANDREW WEBER,2
Constanta,Ianuarie,JEANNINE HARRIS,15
Constanta,Ianuarie,DAREN SUAREZ,5
Constanta,Ianuarie,KATHY KELLY,10
Constanta,Ianuarie,SARAH PETERS,14
Constanta,Ianuarie,JANETTE BEIL,5
Constanta,Ianuarie,OLGA SPENCER,4
Constanta,Ianuarie,JESUS RAMIREZ,6
Constanta,Ianuarie,BEN ORR,15
Constanta,Ianuarie,DESMOND REYES,15
Constanta,Ianuarie,JACQUES GALLOWAY,12
Constanta,Februarie,BROOKS GENTRY,12
Constanta,Februarie,WINFRED MCCOY,2
Constanta,Februarie,MYLES ROWLAND,3
Constanta,Februarie,SIDNEY PRINCE,14
Constanta,Februarie,WINFRED MCCOY,15
Constanta,Februarie,ANN FOSTER,11
Constanta,Februarie,TABATHA WALLACE,3
Constanta,Februarie,REYES DEAN,6
Constanta,Februarie,AILEEN ENGLISH,3
Constanta,Februarie,ALFONSO DEAN,6
Constanta,Februarie,MITCHEL YODER,6
Constanta,Februarie,JERALD WALL,1
Constanta,Februarie,JOHANNA GAINES,9
Constanta,Februarie,BETTY MALDONADO,8
Constanta,Martie,VIRGINIA SAMPSON,1
Constanta,Martie,MATHEW PERKINS,3
Constanta,Martie,EDDIE LARA,1
Constanta,Martie,LARA DAVIS,4
Constanta,Martie,MAUDE HARVEY,10
Constanta,Martie,PHOEBE WEBB,12
Constanta,Martie,MYLES ROWLAND,11
Constanta,Martie,ALBERTO GLASS,15
Constanta,Martie,MARIANNE PIERCE,9
Constanta,Martie,OTTO CALDERON,8
Constanta,Martie,REYES SANTANA,8
Constanta,Martie,MARYLOU WARREN,4
Constanta,Martie,MARGRET NOVAK,1
Constanta,Martie,HEATHER SPARKS,5
Constanta,Martie,RYAN CRUZ,10
Constanta,Martie,AURORA STRICKLAND,6
Constanta,Martie,CARA DEAN,12
Constanta,Martie,ROSARIO WATKINS,6
Constanta,Martie,WESLEY HAMMOND,2
Constanta,Martie,RODERICK FRANKLIN,4
Constanta,Martie,JAY MCGEE,12
Constanta,Martie,ADAN GEORGE,4
Constanta,Martie,FREIDA DUNN,3
Constanta,Aprilie,THANH ALLISON,11
Constanta,Aprilie,LILLIE NIXON,1
Constanta,Aprilie,VIRGINIA ANDERSON,8
Constanta,Aprilie,RUDOLPH KERR,14
Constanta,Aprilie,MARISA STONE,7
Constanta,Aprilie,TIA MAHONEY,3
Constanta,Aprilie,JOSUE AUSTIN,1
Constanta,Aprilie,BRADLY YANG,1
Constanta,Aprilie,HOWARD FRANCO,12
Constanta,Aprilie,ROSARIO WATKINS,15
Constanta,Aprilie,MARISOL MIDDLETON,13
Constanta,Aprilie,STANFORD WATERS,10
Constanta,Aprilie,LEAH MCKENZIE,7
Constanta,Aprilie,ELINOR ROBERTS,4
Constanta,Aprilie,CYRUS RICHMOND,14
Constanta,Mai,CHUCK ROWLAND,12
Constanta,Mai,LORENE KEMP,11
Constanta,Mai,JANET DAVIDSON,4
Constanta,Mai,KATRINA CHEN,12
Constanta,Mai,MYRTLE LE,2
Constanta,Mai,ALLEN CARTER,6
Constanta,Mai,GENEVA FITZGERALD,2
Constanta,Mai,NICK PETERS,9
Constanta,Mai,REGINA WELCH,14
Constanta,Mai,CECIL HARDIN,4
Constanta,Mai,ANNETTE MORAN,5
Constanta,Mai,STACY WEEKS,3
Constanta,Mai,VANESSA CORDOVA,2
Constanta,Mai,JAVIER VASQUEZ,9
Constanta,Mai,ALPHONSE KRUEGER,1
Constanta,Mai,GARTH MAHONEY,10
Constanta,Mai,SIMON INGRAM,3
Constanta,Iunie,WILEY CAIN,10
Constanta,Iunie,ABDUL GARRISON,14
Constanta,Iunie,FRANCISCO GONZALES,14
Constanta,Iunie,PRISCILLA BOYLE,1
Constanta,Iunie,MABEL RUSSO,11
Constanta,Iunie,REGINA FLORES,2
Constanta,Iunie,ANGEL QUINTANA,4
Constanta,Iunie,TY MAYNARD,10
Constanta,Iunie,ROWENA SANTIAGO,2
Constanta,Iunie,BARRY PEARSON,9
Constanta,Iunie,LUELLA FIGUEROA,9
Constanta,Iunie,TANNER PHILLIPS,6
Constanta,Iunie,XAVIER SUMMERS,2
Constanta,Iunie,DEENA WADE,2
Constanta,Iunie,AHMAD ROSE,6
Constanta,Iunie,CRISTINA MCBRIDE,15
Constanta,Iunie,GWEN SHAW,13
Constanta,Iunie,GARRY WALTERS,13
Constanta,Iunie,WILBUR OROZCO,15
Constanta,Iunie,EVERETT WEBB,5
Constanta,Iunie,BERTIE HILL,15
Constanta,Iunie,NICK HERRING,1
Constanta,Iunie,JOHN MADDEN,1
Constanta,Iunie,MARCEL LUCERO,10
Constanta,Iunie,HUGH BREWER,10
Constanta,Iunie,ANGEL MORALES,13
Constanta,Iunie,LAUREL ESPINOSA,5
Constanta,Iulie,SANTIAGO KELLER,10
Constanta,Iulie,HANK CANTRELL,10
Constanta,Iulie,ALANA BARTLETT,3
Constanta,Iulie,CECELIA LOPEZ,7
Constanta,Iulie,ALLAN GOODMAN,11
Constanta,Iulie,MAXWELL FRY,7
Constanta,Iulie,OLIN MCGUIRE,10
Constanta,Iulie,NOLA CORREA,3
Constanta,Iulie,MARCELO YU,7
Constanta,Iulie,HILDA CURTIS,13
Constanta,Iulie,GARTH MCCOY,9
Constanta,Iulie,CHARITY WOLFE,5
Constanta,Iulie,LONNIE MORTON,3
Constanta,Iulie,ANGEL HORN,2
Constanta,Iulie,FREIDA DUNN,6
Constanta,Iulie,GEOFFREY WILLIS,9
Constanta,Iulie,KARI BUCKLEY,2
Constanta,Iulie,SELMA GALINDO,15
Constanta,Iulie,PATTI STEVENSON,8
Constanta,Iulie,KELLI RANGEL,9
Constanta,Iulie,VIOLET BERGER,3
Constanta,Iulie,ROXIE SHAFFER,5
Constanta,August,SARA BROWNING,3
Constanta,August,HUGO OBRIEN,8
Constanta,August,LETA UNDERWOOD,6
Constanta,August,RON ROSE,3
Constanta,August,KATIE CASE,8
Constanta,August,JUDITH DELACRUZ,9
Constanta,August,JOSIAH WILSON,6
Constanta,August,BRADLY BASS,11
Constanta,August,HARVEY RIVAS,10
Constanta,August,MICHELE BENTON,3
Constanta,August,LEANNE CAMACHO,14
Constanta,August,SAUNDRA RANGEL,10
Constanta,August,MARIANA SANTIAGO,1
Constanta,August,KURT SHELTON,7
Constanta,August,JOHNATHON POTTER,7
Constanta,Septembrie,KELLIE OLIVER,11
Constanta,Septembrie,ALISSA WOOD,3
Constanta,Septembrie,SHANA RICHARDS,10
Constanta,Septembrie,TEDDY VENTURA,14
Constanta,Septembrie,CHASE KHAN,13
Constanta,Septembrie,LAKEISHA POPE,3
Constanta,Septembrie,ROSIE LUGO,6
Constanta,Septembrie,LINA RICHARDSON,4
Constanta,Septembrie,PAULETTE HENDERSON,12
Constanta,Septembrie,JARED HUYNH,7
Constanta,Septembrie,ALAN ANTHONY,4
Constanta,Septembrie,ADAN GEORGE,11
Constanta,Septembrie,OREN ERICKSON,14
